"X","first_name","last_name","official_id","fgm","fg_pct","fg3m","fg3_pct","ftm","ft_pct","oreb","dreb","reb","ast","stl","blk","tov","pf","pts","num_games","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
19,"Brent","Barnaky",201638,0.378587572546678,0.184276718339642,0.437958723641256,0.270005785542734,-0.627121088789735,0.361391072435488,-0.598669580715439,0.560896979859185,0.280476246958826,0.375382329960629,0.35139548027966,-0.163705117460486,-0.155897515817304,-0.916219905430712,0.285283019019224,1330,-1.9261230607218,-1.03900016512538,-0.454849820925725,-1.01659758449162,0.194078470921274,-0.0906233098179635,0.115490540364302,0.375708777252826,0.39782196205763,-0.0338604474720393,-0.0227790883484386,-0.071378541874264,-0.00977197247183525,5.74570466244915e-16,-2.1856375592055e-15
22,"Brett","Nansel",202035,1.14187664809748,0.653649460450959,1.10669574776992,0.269563705846213,-0.220078290052091,0.544556271446682,-0.747425165738051,1.12279128524395,0.844408886726456,1.06562757168305,0.195866961492137,-0.211953360606026,-0.77191647280628,-0.607180771462216,1.13446830686852,532,-4.03791365861699,0.109202237251231,-0.128922129618792,0.327707178743014,0.15007130566279,-1.08023430619337,0.533085105473587,-0.151259790477763,-0.0748686252687157,-0.0234510648926967,0.106343805048736,-0.0676857091424893,-0.0305347590918937,3.91395174198769e-15,-6.48520544962537e-16
23,"Brian","Forte",101283,0.115526468498127,-0.0501149095718476,0.18392010239645,0.124689126033092,-0.401758583539262,0.197329399127914,-0.23792956678605,0.35034714181535,0.26052841261116,-0.0243482266046577,0.135784598665868,0.0925556858538396,-0.172135935140049,-0.523196220384174,0.0619867000055045,1724,-0.562726819540134,-1.24748478709639,0.465623890519539,-0.180890058352663,0.0164100708553703,-0.0156260449358258,0.0989413207298554,0.232194875454357,0.30094531818925,-0.0740576376903661,0.13891270785311,0.0320431800412724,-0.00755118342315316,2.00148726695992e-15,-1.37897312685249e-15
25,"CJ","Washington",202056,0.866855424211963,0.53487840657434,1.03056937197195,0.108759448961675,-0.123750208563154,0.497661903723263,-0.821117899634119,0.815903415444789,0.439194875554863,0.796129875198561,-0.364035706142943,-0.63559065370526,-0.729798847224573,-0.350537463542223,0.947574219345582,480,-3.03795332235279,1.90456042530003,0.877857577818875,0.0633594047893554,0.509497232563617,-0.59015657495695,0.125525820456714,0.166258957805944,0.0225568469307476,0.0617190085655002,-0.0674536951636693,0.131528266967594,-0.023693669533433,-7.75921963911501e-16,-1.26913676907066e-15
28,"Courtney","Kirkland",2004,-0.158710583378367,-0.0631911880272375,-0.10993633951775,0.147833141956397,-0.197529245410218,-0.0544622060837006,-0.219000397136405,-0.0558058012411494,-0.202685440679872,-0.290985717365138,-0.17936761633393,-0.188905209526375,0.115405909989379,-0.233326701443154,-0.189158060431585,2236,0.793917304481623,-0.0579528351585796,0.222691982196741,-0.456104838212501,0.0397677993760109,0.488304104630966,-0.453987602772112,0.0918893482354793,0.178382030988437,-0.157558274157622,-0.0356209555237318,0.0517975452799381,0.0483640072039623,1.02870107714099e-15,-3.65456542369451e-16
29,"Curtis","Blair",200832,0.303136791127829,0.212207819312702,0.271828348343643,0.15136581793395,-0.496834685199399,0.0743479298665507,-0.498622912583106,0.388287666024356,0.141341733796866,0.151035964734258,-0.168342774657899,-0.0192670505862274,-0.550786804781243,-0.5374853831251,0.197690751841585,1504,-1.18587362739357,-0.228918489511563,0.979088582353989,-0.394761316244139,-0.580547169777622,-0.000150297238557343,0.053520464903255,-0.409643873033331,0.144722133725295,0.107107008174454,-0.0112674592965881,0.00431276327167537,-0.0101819839578478,-1.00574794063163e-15,-3.48871691307659e-17
30,"Dan","Crawford",1152,-0.458311017741924,-0.084315270681206,-0.545455130498285,0.170027082499755,-0.237720388170446,-0.443653407512021,0.169912527904072,-0.522796340901728,-0.504923939192966,-0.584037907666301,0.0986256752357882,0.206392008416314,0.0751525716717774,-0.0769473714870003,-0.566635775146745,1802,2.14938755619983,-1.31619175474129,0.0171573390075934,-0.5486233785772,-0.587550694371296,0.363693581762498,-0.0374557810725925,-0.77759010757917,-0.214042120590282,0.0486490740357368,-0.012013448139604,0.0884750027394107,-0.0169415130918362,2.25215597988797e-15,6.92383535700532e-16
31,"Danielle","Scott",1628487,1.79507998271417,1.40586066268017,1.65162738761678,0.782585218132297,-1.31021426747997,0.807534237672845,-1.35241199477738,1.12256858400863,0.464561163801987,1.98147971305003,0.877678851934409,0.0198711461359029,0.127456097959723,-1.67456673129292,1.53973652170125,132,-6.70298236128249,-1.63611954217744,-3.70194690425336,-1.3217161103153,-0.22019847676267,1.08116529481275,0.62729295159747,-0.197147954763257,-0.322814631307113,0.397073716737806,-0.0830081405770889,-0.11583248531465,-0.0253981026035113,-5.68861718803135e-16,-2.02283426778998e-15
32,"Dannica","Mosher",1628484,0.518674544496744,-0.228550429211136,1.19192655372097,-0.0345785604793309,-0.965143427560797,0.182725060762951,-0.769693581615032,1.47265857676854,1.23968839810753,0.606607241819607,0.12362693910449,0.0598535662558371,-0.00546817324546958,-1.28493685097608,0.607313295412617,122,-2.92508042347708,-2.12831843212587,1.46022556438725,-0.269747190821618,1.13248391680409,0.273980768179176,-1.34446324667594,0.466807783597934,0.367629286897432,-0.432365330932489,-0.32232458792248,0.28495551515657,-0.133676277263285,5.58748973225025e-16,-4.35157931384181e-16
33,"David","Guthrie",2714,0.152705547496461,0.359351344794221,0.0232982351935618,0.196007571216732,-0.147003695866009,0.0334515526122509,-0.317884517120128,-0.00810149493223123,-0.208927046801082,0.0079363216590065,-0.135051943200795,-0.430953796558117,-0.435697070320235,-0.297574609467742,0.0759238056758675,1848,-0.321814299925031,0.875411122387227,0.21633306550565,-0.823975393216838,-0.200339022440016,-0.320210713733183,0.250749271458058,-0.302794938289153,-0.15116756984463,-0.0169116652136122,0.0382271818377291,-0.061588078429171,-0.0392853725078999,-1.78266647556236e-15,4.02154245380979e-16
34,"David","Jones",1168,-0.636827996503357,-0.255425695908155,-0.64932564149684,0.105151907528268,-0.101519467880669,-0.261603507596055,0.234832835596629,-0.547424058791015,-0.492998814427617,-0.709194006023867,-0.109750182673988,-0.00646230554113343,-0.199548866790193,-0.253136767338176,-0.694071468224963,1582,2.26866325145391,-0.587293006124669,0.799186934908678,-0.729550388138854,-0.704312174523327,-0.034560914113647,0.159245838813781,-0.116022008914558,0.0346043794620298,-0.199948763488376,-0.0777615155094651,0.0145227436347967,-0.034701654160438,8.60197571708707e-16,-9.4103997001953e-16
35,"Dedric","Taylor",203592,0.858476125959298,0.414388441269871,0.849780470678422,0.168571141408904,-0.233579762936993,0.131339070079641,-0.602087106687137,1.02743576719369,0.824057907939418,0.765866054729123,0.0295231564397237,-0.343120564530077,-0.480269732916097,-0.530119384494802,0.845386143347611,882,-2.75216003230918,0.173947257190833,0.329241296158405,0.0302130379581491,0.533009542438462,-0.830147792162928,-0.444336206079672,-0.353058481249948,-0.346071210034054,-0.251386135748265,-0.0417209719272898,-0.0488444121002205,0.00841314848496349,-1.81136376273416e-16,-1.15431264307447e-15
37,"Derek","Richardson",1204,-0.205420705468031,0.116075776253372,-0.213233002419503,0.11035712466404,0.112678636529898,0.098655829920127,-0.204839989797556,-0.272019890061315,-0.446713572268471,-0.20223921504905,0.0177800813635097,-0.324416703504222,0.29599577620647,0.215352587105871,-0.194035721883161,2004,1.19943606142354,0.350506097173119,-0.515959500781721,-0.210825670003042,0.850166293931709,0.393914077923515,0.159852420627227,0.131385971999542,0.198701982118591,0.0944071290151307,0.0502308061918744,-0.0713243266405805,-0.0356970512023795,-9.16519301752032e-16,4.75470834355223e-16
38,"Derrick","Collins",2002,-0.0674547748743339,0.0219544045661506,-0.112571635642413,-0.0264756754117508,-0.186899278834586,-0.102354774589401,-0.162625720360861,0.00335464973390931,-0.0981123007189047,-0.156754005211931,-0.0307980469318976,-0.0825430614641757,-0.154587729919653,-0.162390794103473,-0.129232802775569,2198,0.628804344513048,-0.429630276720202,0.942160119424522,-0.265350997013601,0.464514498229856,0.0529535227428557,0.110844062894912,-0.366570815958696,-0.0522325089787303,0.0196372717862219,-0.0422532865608663,0.011832742529032,-0.00775601689927408,1.49329594186671e-16,2.12119290196609e-16
39,"Derrick","Stafford",1195,-0.547537457906149,-0.207615104763643,-0.564339393175563,-0.000524248699172298,0.0370247682304474,0.0260782298185748,0.157246958036126,-0.638073429166355,-0.647714145171227,-0.68284391903119,0.128589518991412,0.165078381336734,0.479601129372954,0.284006589856275,-0.572381094334737,1666,2.62778402901863,-1.11453895542922,-0.0748556127849072,0.146202419047154,0.64178830288801,0.883188712179421,0.528814296052631,0.180472087279186,0.345849419666362,0.163700150190335,0.19921095364512,0.101384633354005,0.0304206746949482,-3.45556299048003e-15,7.54662102121665e-16
40,"Dick","Bavetta",1142,-0.795273232332763,-0.103714562404231,-0.781455503992171,-0.0520441989976602,0.436150630857891,-0.283139814653568,0.130636110448048,-0.85063859465445,-0.913055141001136,-0.837346569105406,-0.22957348408008,-0.526297975039098,0.906516681154748,0.760700509424791,-0.733397455346494,1386,3.94105830286676,0.98680293880892,-0.390297150822368,-0.222986210551232,1.65436524223599,1.08856543545554,-0.490829206398648,0.0808759451165463,-0.0382360182165916,-0.0876147523921189,0.0578582418143371,-0.0420837776339349,-0.0572509036952536,-1.76940174597617e-15,1.21862777978612e-15
42,"Ed","Malloy",2530,-0.0612485193906397,0.0771265662487069,-0.102284952365598,0.292044810464836,-0.19394692389201,0.0969286365191016,-0.079980615918919,-0.110307616860041,-0.17921276685719,-0.106858527499925,0.0494441135603724,-0.0908437527162768,-0.302380726110195,-0.356868262208049,-0.122602200366197,2266,0.148774694419201,-0.343744352542926,-0.199097256518106,-0.552019850265476,-0.746183933759504,-0.272766135196998,0.327267153710966,0.0987030869579509,0.0778434714612928,-0.00782728060349603,0.0481793445457477,-0.0392082294007004,-0.0149990349826323,-5.5717423502713e-16,-2.82917085744752e-16
44,"Eddie","Rush",1190,-0.843401998032688,-0.231580447150631,-0.841339821687457,0.0715504307622214,0.364863437352743,-0.320105016485312,0.166681618829438,-0.938240374253248,-0.992909800008522,-0.873561515980789,-0.699084247589347,-0.192434400432092,-0.0888254336395544,0.674553002460505,-0.803950042459822,1096,3.60575778916258,1.37790487005045,0.990333452133556,0.132626361426747,-0.790762004696188,0.491434300636023,-0.0933488865286251,-0.273011321018783,0.189686137190857,0.173068004162028,-0.137349860181012,0.0440714196274517,0.0134045850197602,-1.32598506590637e-15,-3.89237204966711e-16
45,"Eli","Roe",2532,-0.444991044368078,-0.0529845580019263,-0.559398789480281,0.211770898162267,0.229720838254846,-0.146833634272131,0.108647749659821,-0.587898242113081,-0.619515189989834,-0.773170558596903,-0.227573640323061,0.0744552092685698,0.12599595534281,0.115084569362051,-0.462845604356459,1204,2.29444928937619,-0.069929365389975,-0.134947280363201,0.116233844870939,-0.714945575742988,0.574588521557813,0.15179040907446,-0.224932680171951,0.195846651576604,-0.324135979276987,0.16524760226616,0.0687050503244259,0.0643182304428222,-2.59050770965326e-15,-8.38352238820155e-17
46,"Eric","Dalen",200833,0.154143175271365,-0.0988562147157679,0.145613355284286,-0.0291368730222207,-0.844380114860456,-0.10240987679135,-0.301940217934395,0.522740756208404,0.422020713103983,0.0240206161330967,0.196902339173082,-0.0108305491379779,-0.140654890623036,-1.05516545694314,-0.0241685539424871,1402,-0.75319143506948,-1.80107374633464,1.29032203891503,-1.17830205005912,0.565319372648686,0.133075661833291,-0.425809702368957,-0.0960020982704847,-0.083815069935055,-0.242152140941142,-0.090925491805056,-0.00961694682263597,0.025774639554687,-1.15862401950849e-15,-7.967012631755e-16
47,"Eric","Lewis",2715,-0.0592447095455841,0.150443625680141,-0.0466768885622425,0.157955046218139,0.173484072272492,-0.142802821414429,-0.506419898562337,-0.0102951169666843,-0.329785858390675,-0.0872855457380193,-0.271978327421358,-0.27783326808497,-0.23650228682897,0.311170880597826,-0.0195475503165492,2140,0.621738753960108,0.994509476452337,0.218335646717916,0.0798235762388842,-0.0474207840446396,-0.113194428949818,-0.195243643361219,-0.739041400053913,0.31751932735024,0.152540717935245,-0.224385495247431,0.0032477067968744,0.0168310927609968,2.6891553247863e-16,-4.64519825705991e-16
48,"Evan","Scott",1628172,1.33548645764859,0.771341157359053,1.46579365607588,0.463786120412332,-0.452917284895301,0.613630133262762,-0.760929293378747,1.18217628847655,0.905400595889172,1.48185597133678,0.295725316955267,0.126267317797337,0.111443527248079,-0.954821099410307,1.35395897628613,298,-4.60638879836295,-1.05937785269818,-1.74068792410026,0.709172440809915,0.158711156597816,0.561236424367397,-0.0753307191228688,0.209114134539059,-0.376316583113339,-0.269897827316621,-0.0712201832218387,-0.0077289260832941,-0.0355119614980228,1.31557151355205e-15,-9.27733607076661e-16
49,"Gary","Benson",1143,-1.42491405455699,-1.19353303774339,-1.14670370400886,-0.171188175545618,0.444808437828845,-0.324791959152378,1.52867344818996,-1.04909596215906,-0.26802597522139,-0.850173136122099,0.215384265810572,0.0950940332105139,0.565165136149559,0.67659830111158,-1.28420886864042,170,5.58961354639745,-2.07574370331056,0.810450918720573,0.607265772152236,0.938418003266495,-0.640795417501965,-0.191890918742538,1.46097322344418,-0.597468051662061,-0.0232169400495362,-0.139843855864686,-0.00447140979382688,-0.0322687133707184,-1.12312442310627e-16,5.04952893791106e-16
50,"Gary","Zielinski",1664,-0.509872679861865,-0.262307754614083,-0.511441508694979,0.119062012694906,-0.164470642843903,-0.130504486761249,0.245524857734467,-0.421834402423477,-0.33938391903194,-0.607631406332456,0.128237854389033,0.0764160290030986,0.285165340800632,-0.147731239138304,-0.570242745579886,1688,2.10240957157552,-1.29968226051877,-0.0288525363915892,-0.435488248385974,0.0256897617483481,0.399483099284139,-0.0298393992029537,0.213040283006841,0.0531938192155147,-0.128237311334444,0.122966015847519,0.0200362062253415,-0.0013890114714024,1.1006620551465e-17,-4.19695234957139e-16
51,"Gediminas","Petraitis",204058,0.922063136491949,0.504768790764523,1.09394796371191,0.442250423478636,-0.452163232752699,0.312090420183661,-0.920619597377984,0.985770220843789,0.575463316547568,0.921439627556903,0.205811240186992,-0.257620723260796,-0.373227178817529,-0.596386868196844,0.937849017403514,782,-3.47646986962403,-0.0712103632602138,-1.04156367492868,-0.272775519921792,-0.143790616108524,-0.507290291773639,-0.367131098491377,-0.249654972883186,0.152171728453052,0.12461492264683,-0.12351479885307,0.116182278928256,0.00712014773247763,-5.28162378329944e-16,-4.11335872862847e-16
53,"Greg","Willard",1200,-0.644357320502183,-0.0569037902193824,-0.810077016282316,0.128559195155729,0.399590461524591,-0.37161821251696,0.502790234475203,-0.914689216608278,-0.754476413135813,-0.769121761086319,-0.268870365294821,-0.146859995318128,-0.330513339297726,0.404883474253514,-0.655787453532672,1122,3.11243219555938,0.603416794335482,0.528086811879174,-0.132502835210926,-0.859160235088009,-0.455647101415564,0.47715959486883,-0.50267056394132,-0.430164675329682,-0.0662854732320264,0.0589908828322918,0.0257701708058276,-0.0344939871946368,-2.491214310573e-15,6.69519182797534e-17
55,"Haywoode","Workman",201637,-0.037571733102377,0.0297291312100504,-0.0891867019603221,0.0387219590103972,-0.479399576851246,0.0785524143799415,-0.268475405901681,0.0743904229161844,-0.0814327234684139,-0.281348167785673,0.0638297293964802,-0.160885525567623,-0.061556321835796,-0.658112698007467,-0.16366934140244,1152,0.0988940370385222,-0.701517577555473,0.677310032897044,-1.02747347210446,0.413036289747145,0.332949440526531,0.124077197574121,0.127318398558012,0.195935568505015,-0.178051254900878,0.124290521683221,-0.00450556962842797,-0.00292749058883743,-5.34172872789457e-16,-1.33005444323271e-15
61,"J.T.","Orr",202037,0.44019475610597,0.110718043820731,0.432991689671771,0.204581963520611,-0.574824422038731,-0.129845871152453,-0.331009253752351,0.55755014682399,0.444499612640764,0.473037796799827,-0.0116029574227766,-0.119293848732782,-0.183030024000033,-0.462272299199465,0.334185489703603,1052,-1.24099442580398,-0.670020678949644,0.301188342726986,-0.38093837374756,-0.0514069313593265,-0.0975381874019454,-0.859311780418358,-0.317197344187719,-0.426001077694922,0.123084003076884,-0.159771907408483,0.00957904929704166,0.083417040198872,-8.60336998500978e-16,-7.98160494951177e-17
62,"JB","DeRosa",1155,0.122530417917445,0.256316270556151,-0.00449887454886762,0.297900626453264,0.474947876006764,-0.0590678484725683,-0.0286203983778729,-0.108698257066656,-0.145105275437947,0.0342087142267108,-0.592795009192666,0.147426581477466,-0.611877162624839,0.225123260479135,0.179474675575448,1402,0.33386057013122,0.988627221837005,0.4859656396929,1.30982056328368,-1.721866528632,-0.203924658449386,0.278242658455039,-0.677165355002328,-0.230336809881504,-0.247662618218828,-0.0938170814928557,-0.0295470562622532,0.0392944835963523,5.13213564472804e-16,5.75139967946255e-16
64,"Jack","Nies",1180,-0.880259839287266,-0.390457573805509,-0.8298437977654,0.382051653000522,0.121535907600716,-0.298972849035078,0.502021482963626,-0.914542724242555,-0.75478739433567,-0.844153860039063,0.222141534148339,-0.0109320122766959,0.749696243597439,0.200109568045022,-0.875512446923565,734,3.60518411531186,-1.1561157020191,-1.76040959658942,-0.55418741803159,-0.419446002910801,0.505987994476745,-0.460031962345827,0.404769837309199,0.0149471343677554,-0.174117899776755,0.034153776322955,0.0404243351841733,0.041012308116566,-7.50314368876517e-16,-2.06395781800923e-16
65,"Jacyn","Goble",1627962,1.08353628817293,0.685376440918977,1.20891268195439,0.356368361408454,0.274678009893092,0.562226962842424,-1.16966049954126,1.17158141421488,0.63655697191663,1.11871200506016,-0.382504717748962,-0.200538698562413,-0.722399053033864,-0.189593793883499,1.24502767887551,576,-3.87354024113848,1.62840450748417,-0.155823002185333,1.41509111057873,-0.436977999468541,-0.484642341720657,0.0981913375917063,-0.38592672066303,0.515997631296194,-0.194699476643768,-0.255709023484505,-0.0842530516379291,-0.000384056456992035,8.68412244950876e-16,-1.42714777709342e-16
66,"James","Capers",1148,-0.0431627922883079,-0.0162235838246531,-0.118782473256308,0.115384305463015,-0.170070187068274,-0.107583102057067,-0.016218989558323,-0.0427811003021096,-0.060218764127606,-0.252430221540655,-0.192174566239357,-0.11277397291852,-0.410285582474047,0.0264108996504708,-0.112487871261731,2194,0.623927897247886,0.0254862378725536,0.880690493370193,-0.142874182508908,-0.441457493494058,-0.358941309816549,-0.0681521277645423,-0.274550033188756,-0.115679953136759,0.181101605365886,0.165056905107744,0.0667296891064428,0.036748868221873,3.02897531428641e-16,1.99012156027113e-15
67,"James","Williams",202058,0.45213669270226,0.193862953094491,0.37236557443799,-0.0423257527765725,-0.399690995438725,0.205869608214555,-0.553202892859022,0.596977761426927,0.351208325206395,0.389086550724161,-0.0893458033677192,-0.273371057124274,-0.215865522122213,-0.495317327451423,0.355141954691141,1344,-1.37463057913877,-0.0261695574573778,1.10453324474926,-0.283041741880722,0.986901423330906,0.120072408293635,-0.103185540640658,0.0357456687672222,0.0273085231552502,-0.0121836169398938,-0.0604005662550499,-0.119705126346731,0.0610526327188101,2.54398002966971e-15,-1.71281108106184e-15
68,"Jason","Goldenberg",1626301,1.32101856383222,0.937743432458925,1.26007411383264,0.310232915731573,-0.264006425412628,0.599201847017373,-0.980790819052574,0.910248313204217,0.449369568812164,1.29597145933585,0.0524008855808746,-0.649903934820211,0.229317051295978,-0.210956341570608,1.30223384823931,404,-3.77938496451256,1.30969666050652,-1.64824141068659,0.124161627061228,1.52742342995917,0.501751807195594,-0.281778460420408,0.197337606500212,-0.366680482686978,0.251303817257257,0.122380079017593,-0.0355947020757416,0.0713790717825509,-2.11715145911658e-16,3.99670704379848e-16
69,"Jason","Phillips",2001,-0.420056547938019,-0.0981730641105637,-0.49008581579318,0.115718036427201,-0.0014462787526372,-0.135199622529394,0.0445982842016358,-0.313034843246859,-0.338184931126165,-0.574379212080194,-0.180166435043028,-0.163378010727296,-0.446468949655858,-0.0620270328989699,-0.468660598251233,1800,1.52695892876562,0.160336740268594,0.888636102577849,-0.521512812057334,-0.632045337964487,-0.469508021478681,0.24472824652171,-0.205354470004655,0.15702768803872,-0.0642173463109876,0.0821994570953391,-0.0640620674008003,-0.0536610665379736,2.56211961362909e-15,8.31689309086036e-16
71,"Jenna","Schroeder",1628954,1.36834507441126,0.758853508659153,1.49250675478643,0.530269744214043,-0.637736533035089,0.568692902343888,-0.82222780080144,1.22362833295657,0.915427873111042,1.47283003075705,0.314020409873357,-0.161017263683885,-0.486638168353126,-1.14923957820336,1.34601659865709,258,-5.1557579964319,-0.4957559195549,-1.33451644353655,-0.221835955590296,-0.417666350870343,-0.490474665167882,0.00740537373300124,0.131586602444291,-0.365263043131243,-0.0766431273683204,-0.111523685078329,0.0585318831936954,-0.0190246891238808,2.92936785287852e-15,-2.82216605388744e-16
72,"Jess","Kersey",1826,-0.96599887471125,-0.396181533492272,-0.968841110786404,0.137562674629193,0.397810226237023,-0.591404010104733,1.04080129246631,-1.31723918340092,-0.887787908101501,-0.671723198808068,-0.33378724618978,-0.414817487164186,-0.0529216101106353,0.684973409616597,-0.92725123784564,508,4.47049972914385,0.834848309950909,0.319378188119121,-0.411459627875677,-0.660537092887792,-0.623948252347823,-0.250421354478533,0.134200504410656,-1.12139946810443,0.202929768288628,-0.244986547214553,0.118837156602647,0.0218709451976209,-1.67897858242636e-15,-1.21604248360517e-16
74,"Jimmy","Clark",1150,-0.822629992433272,0.00517469795184057,-0.816245003805717,0.267189500455343,1.43084135965853,-0.0651913874310621,0.574699203046485,-1.35015820046043,-1.21874106878833,-0.612501196867691,-0.381590410243713,-0.744129296391991,0.437390472104044,1.61493991205646,-0.55043454851523,808,4.45747103934308,2.90604961188832,-1.72459157728094,0.962543993664612,0.386244797111929,-0.370213544341261,0.307423822319557,0.450736946148948,-0.280116703984254,0.0492968617236267,0.00323286024099441,-0.0224871301430551,-0.00602676548027033,7.32236422739718e-16,-2.6866096485151e-17
76,"Joe","Crawford",1153,-0.603938996657938,-0.300575397086244,-0.653915184111859,-0.0168400471949643,-0.205463950115248,-0.292440052259639,0.236047993540993,-0.445543620038885,-0.373063452821465,-0.766069539820779,-0.326691770587918,-0.568310984360252,-0.833802547992895,0.098339760710973,-0.697200752107526,1456,2.09774911075186,0.94941762217997,2.03846631045146,-1.35019765962467,-0.486971037895732,-1.26835954159927,-0.0281581023890731,-0.0518372812204421,-0.0891417829925847,0.354030675349289,0.136689695087841,0.0189867473476942,-0.04685883034861,1.94554377954866e-16,-1.42883727242254e-15
77,"Joe","Forte",1161,-0.767686994426327,0.141101743320256,-0.856545342630886,0.0610497548389927,0.952204879591505,-0.0909368470554146,-0.112720369657436,-1.03158080609883,-1.27739854924872,-0.880834075491403,-0.524606473713075,-0.801156230812276,0.368648227413643,0.929517366865177,-0.634665568470999,876,3.71426317745449,2.93303686971927,-0.446442534127345,-0.107041956696038,0.877508132837292,0.485662470949947,0.255018920622161,-0.0496088520714538,0.365561788907648,-0.227104266349448,-0.0304776521450102,-0.11614379637239,-0.0326907473342808,-2.60836655728847e-15,7.14152663078357e-16
78,"John","Butler",1628951,1.28665548103583,0.485670227210845,1.25501202929357,0.0737992837119623,-0.493315365205449,0.433872649922448,-0.809718694477496,1.49216549067496,1.23739330468299,1.1420404583539,-0.326103491829961,0.488659484775618,-1.00781968610408,-0.786482198167231,1.22860581075913,322,-4.48679577684194,-0.797536481684118,2.0179714234725,1.60317951875764,-0.721556956529395,-0.136643198566934,0.220172054933513,-0.622585097332664,-0.0354572665374454,-0.0735434825742739,-0.00880305400367542,-0.0392810932891423,0.0268579477398347,-3.95755904774975e-16,-1.7136590238393e-15
79,"John","Conley",1627519,1.27170032367019,0.569000461216983,1.42549294723308,0.342282579726281,-0.718435116566955,0.691469127038982,-0.506829940997163,1.03922577451719,0.897616327584615,1.33561423325601,-0.44372222812846,0.331310279839626,-0.254299712655285,-0.834624612312499,1.23934431527477,178,-4.32172439432269,-0.446957033789857,0.250149655401017,1.31647681562627,-0.991649040318945,1.19768517064756,-0.229943909954807,0.634393934812896,-0.502293511517895,0.103973380297981,0.0928870358330155,0.104530514369789,0.0190639298070678,3.10177609536817e-15,-9.65133989769643e-16
80,"John","Goble",101284,0.190629095622745,0.0667000881141739,0.137086700449004,0.209566876578023,-0.361229352095275,-0.0478467475354706,-0.253754801133818,0.278230653166298,0.166242124059469,-0.0904912565057919,0.155075441497642,-0.0629664657233434,-0.0445250494920996,-0.316657123686571,0.100102304059604,1792,-0.279499308892801,-0.871332178173817,-0.142776271928424,-0.421910873584722,0.0549395746159508,-0.0778542263637409,-0.35171261256533,-0.24341711822918,0.0176210613350731,-0.0398042624949523,0.196772663508923,0.0779687101226037,0.0666800597614464,3.46200639650121e-15,2.29797821636723e-16
81,"Jonathan","Sterling",1627964,1.28304466366695,0.667668251669319,1.33819210950105,0.33248121634424,-0.561679651679661,0.571310758695535,-0.900323578004624,1.22607472541913,0.8692898228297,1.28913416916733,0.146581392010889,-0.166499459732804,0.0729958651334125,-0.339907828514503,1.24516528297697,446,-4.12344756440313,-0.228284965875951,-1.13290628592597,0.581774582241195,0.809551766345086,0.376980669600465,-0.506991310353549,0.16536033250605,-0.139755086352241,0.391727215012783,0.207045845289404,-0.0319193886998577,0.0245244802483121,2.28456284233366e-15,-7.99548551492046e-16
82,"Josh","Tiven",201639,0.354844724573059,0.400714554353072,0.384242528341626,0.202485878934119,-0.0993581381575369,0.108858266829733,-0.725758712107658,0.36627803186301,-0.0269156073420693,0.254475756290736,0.0956374716068459,-0.154738681121621,-0.333306328708197,-0.360224420098149,0.362167867113642,1410,-1.22708162520522,0.0744395200818982,-0.172449541255732,-0.2607544718107,0.125963164580996,-0.180106199317527,0.346292257871191,-0.689815492409237,0.334388386394157,-0.0790784944104842,-0.168768818953437,0.0490425620831773,-0.0374695043200528,1.04910091949967e-15,-1.38897927871649e-16
83,"Justin","Van Duyne",203593,0.726241503159372,0.44389975014179,0.723998638506702,0.114507601379347,-0.696079122417652,0.267048261372062,-1.02007849460186,0.826375941035619,0.326610980191846,0.70118852536467,-0.181104543569048,-0.447197619558581,-0.184680675175652,-0.583157388768037,0.60967783639015,840,-2.60758041064177,0.59855725734848,0.498886302877179,-0.717994388448733,0.7758103005964,0.509255953065802,-0.548031822554145,-0.120984947410215,0.179619668567615,0.285091018280891,-0.134332835113249,-0.0917359036528359,0.0401307143324679,-6.44670743856602e-16,-1.88498169942727e-17
84,"Kane","Fitzgerald",201640,0.179749508728041,0.144922656754302,0.156174014669533,0.237027477215386,-0.223353582016527,0.143349261085647,-0.429687524901031,0.325142175398038,0.110730523830353,0.0494908613671331,-0.0911545227752772,-0.229597759106385,-0.0714071732320888,-0.17704715552223,0.130571833140037,1402,-0.521823750519382,0.122755422440012,-0.142394788727054,-0.214567010563391,0.0026814030211179,0.0825917155919402,-0.364355793203017,0.0710759245876954,0.267547724269744,0.0197518014838491,0.144335574693082,-0.113100404596413,0.0076954012330995,-1.04134619941811e-15,9.72875642968066e-17
85,"Karl","Lane",202026,0.436279483007968,0.00271795745736827,0.564328131569202,0.241795402488225,-0.534296119078024,0.272056761427936,-0.426839015929934,0.920768611746318,0.809241798830447,0.402979680828147,-0.287116988943578,0.0413185928786311,-0.386299669445963,-0.467966035006508,0.393516628475681,1214,-1.95657886414795,-0.495739447967826,0.848130751051877,0.402207208448434,-0.67772639731778,-0.0571703434118697,-0.824384202255191,0.398259958220403,0.233933770398741,0.0288550990262384,0.179398858073338,-0.160938864074721,-0.0458717336891693,2.5700416827976e-15,-8.57310432305672e-16
